Presbytery,Church,Phone,Website,Email,Pastor,Review Date,Elders on Website? (Y/N),Deacons on Website? (Y/N),Other Staff on Website? (Y/N),Shepherdesses? (Y/N),Deaconesses? (Y/N),Website Status
Mississippi Valley,Second Presbyterian Church,662-746-8852,www.secondpresyazoo.org,secondpresyazooms@gmail.com,Rev. Machen Strawbridge,09-25-25,Y,Y,Y,N,N,Functional
Mississippi Valley,Shiloh Presbyterian Church,601-946-5327,-,-,-,N/A,,,,,,No Website
Mississippi Valley,Shongalo Presbyterian Church,662-464-9311,-,-,Rev. Philip E. McRae,N/A,,,,,,No Website
Mississippi Valley,Steens Creek Presbyterian Church,601-559-9857,www.steenscreekpres.org,danny@steenscreekpres.org,Rev. Danny Ruth,09-25-25,Y,N,N,N,,Functional
Mississippi Valley,Tchula Presbyterian Church,662-235-5400,-,-,-,N/A,,,,,,No Website
Mississippi Valley,Westminster Presbyterian Church,601-636-4292,www.wpcvicksburg.com,wpcvicksburg@gmail.com,Rev. Nathaniel Stamper,09-25-25,Y,Y,Y,N,N,Functional
Mississippi Valley,"Wynndale Presbyterian Church, PCA",601-878-6870,www.wynndalepca.org,wynndalepres@gmail.com,Rev. Seth Duhs (VACANT),09-25-25,Y,Y,N,N,N,Functional
Missouri,All Souls Church of St. Louis,-,-,-,-,N/A,,,,,,No Website
Missouri,Chesterfield Presbyterian Church,636-394-3337,www.chespres.org,info@chespres.org,Rev. Hugh M. Barlett,09-25-25,Y,Y,Y,N,N,Functional
Missouri,Columbia Presbyterian Church,-,www.comopres.org,-,Rev. Samuel Kassing,09-25-25,Y,N,N,N,,Functional
Missouri,Covenant Presbyterian Church,314-432-8700,www.cpcstl.org,office@cpcstl.org,Rev. Noah Wiersema,09-25-25,Y,N,Y,N,,Functional
Missouri,Crossroads Presbyterian Fellowship,314-644-0030,www.crossroadspres.com,office@crossroadspres.com,Rev. Josiah Green,09-25-25,Y,N,Y,N,,Functional
Missouri,Good Shepherd Presbyterian Church,314-846-2988,www.goodshepherdpca.org,office@goodshepherdpca.org,Rev. Daryl A. Madi,09-25-25,Y,Y,Y,N,N,Functional
Missouri,Grace & Peace Fellowship,314-367-8959,www.graceandpeacefellowship.org,office@graceandpeacefellowship.org,Rev. Mike Brandenstein,09-25-25,Y,N,Y,N,,Functional
Missouri,Grace Presbyterian Church,636-926-2955,www.gracepca.net,gracechurch@gracepca.net,Rev. Michael G. McLaughlin,09-25-25,Y,Y,Y,N,N,Functional
Missouri,Grace Presbyterian Fellowship,573-212-7637,www.gracepresfellowship.org,gracepresfellowship@gmail.com,Rev. Allan Harmening,09-25-25,Y,N,N,N,,Functional
Missouri,Heritage Presbyterian Church,636-938-3855,www.heritagewildwood.org,info@heritagewildwood.org,Rev. Jesse York,09-25-25,Y,N,N,N,,Functional
Missouri,Hope Presbyterian Church (PCA),-,www.hpcstl.org/,-,Rev. Tim Jackson,09-25-25,Y,N,N,N,,Functional
Missouri,Kirk of the Hills Presbyterian Church,314-434-0753,www.thekirk.org,office@thekirk.org,Rev. Ben Hurst Porter,09-25-25,Y,N,Y,N,,Functional
Missouri,Midtown Church,314-680-3670,www.midtownchurchstl.org,admin@midtownchurchstl.org,Rev. Mark Tucker,09-25-25,Y,N,Y,N,,Functional
Missouri,Midtown Presbyterian Church,573-529-3142,www.midtownpres.com,info@midtownpres.com,Rev. Ross Dixon,09-25-25,Y,N,N,N,,Functional
Missouri,New City Fellowship,314-726-2302,www.newcity.org,ncfstl@ncfstl.org,-,09-25-25,Y,N,Y,N,,Functional
Missouri,New City South,314-762-9915,www.newcitysouth.org,newcitysouth@ncfstl.org,Rev. Roy Hubbard,09-25-25,Y,Y,Y,N,Y,Functional
Missouri,New City West End,314-726-2302,newcitywestend.org,twilliams@ncfstl.org,Dr. Thurman L. Williams,09-25-25,Y,N,Y,N,,Functional
Missouri,New Creation Presbyterian Church,636-887-0537,www.newcreationpca.com,info@newcreationpca.com,Rev. Loren D. Bell,09-25-25,Y,Y,Y,N,N,Functional
Missouri,New Port Presbyterian Church,636-239-3371,www.newportpca.org,contact@newportpca.org,Rev. Darrell Jung,09-25-25,Y,Y,Y,N,N,Functional
Missouri,Old Orchard Church,314-962-3795,www.oldorchardchurch.org,office@oldorchardchurch.org,Mr. Ryan Sparks,09-25-25,Y,Y,Y,N,Y,Functional
Missouri,Redeemer Presbyterian Church,573-443-2321,www.redeemerpresbyterian.org,admin@redeemerpresbyterian.org,Rev. Ryan Speck,09-25-25,Y,Y,N,N,N,Functional
Missouri,Redeeming Grace Presbyterian Church,573-437-4630,www.redeeminggracepca.org,rgfpca@gmail.com,Rev. Charles Stover,09-25-25,Y,N,N,N,,Functional
Missouri,Restoration Community Church,314-722-6212,restorationcommunity.net,office@restorationcommunity.net,Rev. Daniel Song,09-25-25,Y,Y,Y,N,Y,Functional
Missouri,South City Church,314-827-6487,www.southcitychurch.com,info@southcitychurch.com,Rev. Logan Ford,09-25-25,Y,Y,Y,N,N,Functional
Missouri,Spring Hills Presbyterian Church,636-677-0409,www.springhillspca.org,office@springhillspca.org,Rev. David R. Stain,09-25-25,Y,Y,Y,N,N,Functional
Missouri,Trinity Presbyterian Church,636-583-8463,www.trinity-pca.com,trinity@trinityunion.org,-,N/A,,,,,,Broken
Missouri,Trinity Presbyterian Church,314-821-7311,www.trinitychurchkirkwood.org,info@trinitychurchkirkwood.org,Rev. Christopher Alan Polski,09-25-25,Y,Y,Y,N,N,Functional
Missouri,True Community Fellowship,660-960-0660,www.truecommunitykv.org,patrick@truecommunitykv.org,Rev. Patrick Weston,09-25-25,Y,N,N,N,,Functional
Missouri,Twin Oaks Presbyterian Church,636-861-1870,www.twinoakschurch.org,twinoakspca@twinoakschurch.org,Rev. Russell St. John,09-25-25,Y,Y,Y,N,N,Functional
Nashville,All Saints Presbyterian Church,615-721-2570,allsaintspres.net,info@allsaintspres.net,Rev. Matthew Todd Bradley,09-25-25,Y,Y,Y,N,N,Functional
Nashville,Christ Community Church,615-468-2200,www.christcommunity.org,info@christcommunity.org,Rev. Randy M. Lovelace,09-25-25,Y,Y,Y,N,Y,Functional
Nashville,Christ Presbyterian Church,615-373-2311,www.christpres.org,info@christpres.org,-,09-25-25,Y,Y,Y,N,N,Functional
Nashville,Christ Presbyterian Church of Clarksville,931-906-6650,www.clarksvillepca.org,cpcclarksville@gmail.com,Rev. Richard T. Schwartz,09-25-25,Y,Y,Y,N,N,Functional
Nashville,City Church of East Nashville,615-307-0176,ccen.org,info@ccen.org,Rev. David Richter,09-25-25,Y,N,Y,N,,Functional
Nashville,Cornerstone Presbyterian Church,615-618-4707,www.cornerstonepresfranklin.org,office@cstonepres.org,Rev. Nathan Shurden,09-25-25,Y,Y,Y,N,N,Functional
Nashville,Covenant Presbyterian Church,931-455-5446,www.tullahomapca.org,assist.covenant.tullahoma@gmail.com,Rev. Will Young,09-25-25,Y,Y,N,N,N,Functional
Nashville,Covenant Presbyterian Church,615-383-2206,www.covenantpres.com,communications@covenantpres.com,Rev. Charles Altman Scruggs IV,09-25-25,Y,N,Y,N,,Functional
Nashville,Crossroads of the Nations,-,www.crossroadsofthenations.org,info@crossroadsofthenations.org,Rev. Timothy Tan,09-25-25,N,N,N,,,Functional
Nashville,Faith Presbyterian Church,615-859-1130,www.faithprespca.org,faithpres@faithprespca.org,Pastor John Artur dos Santos,09-25-25,Y,Y,N,N,N,Functional
Nashville,Grace & Peace Church,270-799-0641,www.gracepeacebg.com,administrator@gracepeacebg.com,Rev. David Baggett,09-25-25,N,N,N,,,Functional
Nashville,Grace Presbyterian Church,931-537-6400,www.gracecookeville.org,graceprescookeville@gmail.com,Rev. Step Morgan,09-25-25,Y,Y,Y,N,N,Functional
Nashville,Hickory Grove Presbyterian Church,615-754-8337,www.hickorygrovepca.org,office@hickorygrovepca.org,Rev. Kenny Silva,09-25-25,Y,Y,N,N,N,Functional
Nashville,Midtown Fellowship Church,615-269-9015,www.midtownfellowship.org,office@midtownfellowship.org,Rev. Randy Draughon,09-25-25,Y,N,Y,N,,Functional
Nashville,Parish Presbyterian Church,615-574-1029,www.parishpres.org,office@parishpres.org,Rev. James Crampton,09-25-25,Y,Y,Y,N,N,Functional
Nashville,Parks Church PCA,629-255-4437,parkschurchpca.com,info@parkschurchpca.com,Rev. Eric Ashley,09-25-25,Y,N,Y,N,,Functional
Nashville,Redeemer Church Murfreesboro,615-796-5050,www.redeemermurfreesboro.org,paul.boyd@redeemermurfreesboro.org,Rev. Paul Boyd,09-25-25,Y,Y,Y,N,N,Functional
Nashville,Redeemer Presbyterian Church,615-740-7898,rpcdickson.org,email@rpcdickson.org,Rev. Dr. Neil Spence,09-25-25,N,N,N,,,Functional
Nashville,Southpointe Community Church,615-746-7722,spcommunity.org,info@spcommunity.org,Rev. Matt Ballard,09-25-25,Y,Y,Y,N,N,Functional
Nashville,Trinity Presbyterian Church,615-895-2018,www.trinitymboro.com,office@trinitymboro.com,Rev. Mitchell Carter,09-25-25,Y,Y,N,N,N,Functional
Nashville,West End Community Church,615-463-8497,www.westendcommunitychurch.org,-,Rev. John Bourgeois IV,09-25-25,Y,N,Y,N,,Functional
Nashville,Zion Presbyterian Church,931-381-1272,zioncolumbia.org,church.administrator@pcazion.org,-,09-25-25,Y,N,Y,N,,Functional
New Jersey,Calvary Presbyterian Church,732-449-8889,www.calvarynj.org,office@calvarynj.org,Rev. Thomas Michael Harr Jr.,09-26-25,N,N,N,,,Functional
New Jersey,Christ the King Presbyterian Mission,(267) 377-3684,-,secretaryctkphilly@gmail.com,Rev. Diogo Inawashiro,N/A,,,,,,No Website
New Jersey,Covenant Presbyterian Church,856-429-1225,cpcnj.org,info@cpcnj.org,Dr. Robert H. Orner,09-26-25,N,N,Y,N,N,Functional
New Jersey,Covenant Presbyterian Church,609-886-2448,covenantpresbyterianchurchnj.com,sterlza@gmail.com,Rev. Richard W. Sterling,N/A,,,,,,Broken
New Jersey,Fairfield Presbyterian Church,856-451-7687,www.fairfieldchurchpca.org,fpcoffice7@gmail.com,Rev. Christopher M. O'Brien,09-26-25,N,N,N,,,Functional
New Jersey,First Presbyterian Church of Ocean City,609-399-1833,firstpresocnj.net/,richardcolvin52@gmail.com,Rev. Luke Barnabas Bert,09-26-25,N,N,Y,N,N,Functional
New Jersey,Grace Presbyterian Church,856-234-0300,www.gpml.org,office@gpml.org,Rev. Ted W. Trefsgar Jr.,09-26-25,Y,N,Y,N,N,Functional
New Jersey,Hope Community Church PCA,609-445-4665,hopecommunitypca.org,office.hopepca@gmail.com,Rev. Ryan Andrew Colvin,09-26-25,Y,N,N,N,N,Functional
New Jersey,Hope Presbyterian Church,609-896-9090,www.hopechurch-nj.org,drowe@hopechurch-nj.org,Rev. David Rowe,09-26-25,Y,Y,Y,N,N,Functional
New Jersey,Mercy Hill Presbyterian Church,856-556- 0627,www.mercyhillnj.org,mercyhillnj@gmail.com,Rev. Phillip E. Henry,09-26-25,Y,Y,Y,N,N,Functional
New Jersey,New City Fellowship of Atlantic City,609-442-1219,www.newcityac.org,newcityfellowshipac@gmail.com,Rev. Peter James Eck,09-26-25,N,N,Y,N,N,Functional
New Jersey,True Vine Community Church,267-336-4706,www.truevinecc.org,admin@truevinecc.org,Rev. Nathan Joel Pugh,09-26-25,N,N,N,,,Functional
New River,Covenant Presbyterian Church,304-755-2992,www.covenantpcawv.church,joshbailey1979@gmail.com,Rev. Josh Bailey,09-27-25,N,N,N,,,Functional
New River,Dayspring Church,919-675-7270,-,colossians334@gmail.com,-,N/A,,,,,,No Website
New River,Grace Church - Buckhannon,681-533-3545,www.wvgrace.com,alanhager7@gmail.com,Rev. Alan Hager,09-27-25,Y,N,N,N,,Functional
New River,Kanawha Salines Presbyterian Church,304-925-7016,www.kanawhasalinespca.com,astyer@kanawhasalinespca.com,Rev. Andrew Styer,09-27-25,Y,Y,N,N,N,Functional
New River,Mercy Presbyterian Church,304-917-1200,www.mercypca.org,info@mercypca.org,Rev. John W. Downs,09-27-25,Y,N,N,N,,Functional
New River,Pliny Presbyterian Church,304-576-2468,-,director@principledpolicy.com,-,N/A,,,,,,No Website
New River,Providence Reformed Presbyterian Church,304-736-0487,prpca.org,office@prpca.org,Rev. Eric Ansell Dugan,09-27-25,Y,Y,N,N,N,Functional
New River,Redeemer Presbyterian Church,304-757-1197,-,rpcwvsec@gmail.com,Rev. Barrett Jordan,N/A,,,,,,No Website
New River,Trinity Presbyterian Church,304-455-3690,www.trinitypcawv.org,-,Rev. Dennis Bills,N/A,,,,,,No Website
New River,Winifrede Presbyterian Church,304-220-2219,-,-,Rev. John H. Rollins Jr.,N/A,,,,,,No Website
New York State,Affirmation Presbyterian Church,914-232-0546,www.affirmationpca.com,church@affirmationpca.com,Rev. William Spanjer,09-25-25,N,N,N,,,Functional
New York State,Christ Central Buffalo,716-395-6574,www.christcentralbuffalo.com,session@christcentralbuffalo.com,Rev. Christopher Jhu,09-25-25,Y,Y,Y,N,N,Functional
New York State,Christ Presbyterian Church,607-376-7486,christ-presbyterian-church.org,pastor@christ-presbyterian-church.org,Rev. J Cody Gibson,09-25-25,N,N,N,,,Functional
New York State,Christ's Church Hudson Valley,731-697-3178,www.christschurchhv.org,jchiarot23@yahoo.com,-,09-25-25,N,N,N,,,Functional
New York State,Church of the Redeemer,607-753-9532,www.redeemercortland.com,info@redeemercortland.com,Rev. Jared Hoyt,09-25-25,Y,Y,Y,N,N,Functional
New York State,First Presbyterian Church,518-374-4546,fpcschdy.org,fpcofficeschdy@gmail.com,Dr. Mark J. Dunn,09-25-25,Y,Y,Y,N,Y,Functional
New York State,Grace Church,585-445-8225,gracechurchpca.com,office@gracechurchpca.com,Rev. Marc Swan,09-25-25,Y,Y,Y,N,N,Functional
New York State,Grace Presbyterian Church,315-290-2004,gracepcawatertown.org,gracepreswt@gmail.com,Rev. Frank Ellis Jr.,09-25-25,N,N,N,,,Functional
New York State,Hope Church,518-885-7442,www.hopechurchbspa.org,info@hopechurchbspa.org,Rev. Nathanael Thompson,09-25-25,Y,Y,Y,N,Y,Functional
New York State,New City Fellowship Beechwood,585-431-6554,www.ncfbeechwood.org,admin@ncfbeechwood.org,Rev. Chris Holdridge,09-25-25,N,N,Y,N,N,Functional
New York State,New Hope Presbyterian Church,607-757-2777,newhopevestal.org,newhopevestal@gmail.com,Rev. Alexander Howarth,09-25-25,Y,Y,N,N,N,Functional
New York State,New Life Presbyterian Church,607-277-8398,www.newlifeithaca.org,info@newlifepres.com,Dr. Timothy LeCroy,09-25-25,Y,N,Y,N,N,Functional
New York State,New Life Presbyterian Church,315-714-1020,www.cantonnewlife.org,larrynlpc@gmail.com,Rev. Laurence Veinott,09-25-25,N,N,N,,,Functional
New York State,Presbyterian Church of Wellsville,585-593-5069,www.wellsvillepca.org,pastortompcw@yahoo.com,Rev. Tom Kristoffersen,09-25-25,Y,N,N,N,N,Functional
New York State,Redeemer Reformed Presbyterian Church,518-798-9794,www.redeemerreformed.info,nsuffern@gmail.com,Rev. Edward W.B. Suffern,09-25-25,Y,Y,Y,N,N,Functional
New York State,Reformed Presbyterian Church,518-895-2448,www.duanesburgchurch.org,duanesburchurch@gmail.com,Rev. Anthony Gorsuch,09-25-25,N,N,N,,,Functional
New York State,Westminster Presbyterian Church,845-496-7971,www.westminsterchurch-ny.org,office@westminsterchurch-ny.org,-,09-25-25,Y,Y,Y,N,N,Functional
North Florida,Christ Church East,904-323-1623,www.christchurcheast.org,kdickerson@christchurcheast.org,Rev. Keith Dickerson,09-27-25,Y,Y,Y,N,N,Functional
North Florida,Christ Church Intown,-,www.christchurchintown.org,admin@christchurchintown.org,Rev. Charles Woodward,09-27-25,Y,N,Y,N,,Functional
North Florida,Christ Church Presbyterian,904-262-5588,christchurchpresjax.org,ccolson@christchurchpresjax.org,Rev. Chuck Colson,09-27-25,Y,N,Y,N,,Functional
North Florida,Christ Community Church,352-379-4949,www.cccgainesville.com,office@christcommunitychurch.com,Rev. Tim Hayse,09-27-25,Y,Y,Y,N,N,Functional
North Florida,Coastal Presbyterian Church,352-613-0396,coastalpresbyterianchurchjax.com,admin@coastalpresbyterian.org,-,09-27-25,N,N,N,,,Functional
North Florida,Community Presbyterian Church,386-362-2323,communitypreslo.com,liveoakcommpres@gmail.com,-,09-27-25,N,N,N,,,Functional
North Florida,Community Presbyterian Church,352-591-3663,www.mcintoshcpc.org,-,-,N/A,,,,,,Broken
North Florida,Cross Creek Church,904-287-4334,www.crosscreek.us,info@crosscreek.us,Rev. Keith Snow,09-27-25,Y,Y,Y,N,N,Functional
North Florida,Elohim Evangelical Church,904-386-2073,-,-,Rev. Raymond Clotaire,N/A,,,,,,No Website
North Florida,Faith Presbyterian Church,352-377-5482,www.faithgainesville.org,faith@faithgainesville.org,Rev. Kevin Nelson,09-27-25,Y,N,Y,N,,Functional
North Florida,Good News Church,904-819-0064,goodnewsloves.com,goodnews@gnpc.org,Rev. Smiley Sturgis,09-27-25,Y,N,Y,N,,Functional
North Florida,Grace Community Church,904-491-0363,www.gracenassau.com,office@gracenassau.com,Rev. David Bradsher,09-27-25,Y,Y,Y,N,N,Functional
North Florida,Grace Covenant Presbyterian Church,904-675-9067,gracecovenanthilliard.com,gcpchilliard@gmail.com,Rev. Jesse Pickett,09-27-25,Y,Y,N,N,N,Functional
North Florida,Grace Presbyterian Church,904-675-9067,www.palmcoastgracepca.org,gpcpca@gmail.com,Rev. Daniel Wayne McManigal,09-27-25,Y,N,N,N,,Functional
North Florida,Keystone Heights Presbyterian Church,352-278-0163,khpcworship.org/,connections.khpc@gmail.com,Rev. Thomas J. McCort,N/A,,,,,,Broken
North Florida,Ortega Presbyterian Church,904-389-4043,www.ortegapres.org,office@ortegapres.org,Rev. Joshua Hinson,9-27-25,Y,Y,N,N,N,Functional
North Florida,Pinewood Church,904-272-7177,www.pinewoodchurch.org,officeadmin@pinewoodchurch.org,Rev. James D. Funyak,09-27-25,Y,N,Y,N,,Functional
North Florida,Ponte Vedra Presbyterian Church,904-871-8816,www.pvpc.com,ghamby@pvpc.com,Rev. Richard Cooper,09-27-25,Y,N,Y,N,,Functional
North Florida,Waypoint Church,904-395-3764,waypointchurchfl.com,info@waypointchurchfl.com,Rev. James Brignac,09-27-25,Y,Y,Y,N,N,Functional
North Florida,Westminster Presbyterian Church,904-737-5133,www.wpcajax.us,wpcajax@gmail.com,Rev. Stephen Spinnenweber,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Bethel Church PCA,972-248-4401,www.bethelchurchpca.org,bethel-church@att.net,Rev. Anton Heuss,09-27-25,Y,N,N,N,,Functional
North Texas,Christ Community Church in Frisco,469-200-3442,www.cccfrisco.org,info@cccfrisco.org,Rev. Patrick N. Poteet,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Christ the King,972-379-8788,www.ctktexas.com,contact@ctktexas.com,Rev. David Lindberg,09-27-25,Y,N,N,N,,Functional
North Texas,Colleyville Presbyterian Church,817-498-2626,www.cpcpca.org,josh@cpcpca.org,Rev. Josh Anderson,09-27-25,Y,N,Y,N,,Functional
North Texas,Cornerstone Presbyterian Church,469-861-6868,cpreschurch.com/,mark@cpreschurch.com,Rev. Mark Evans,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Cristo Rey,214-654-0945,www.cristoreypca.org,cristorey.calebdunn@gmail.com,Rev. Caleb Dunn,N/A,,,,,,Broken
North Texas,Denton Presbyterian Church,912-690-4379,www.dentonpresbyterian.com,robert.wagner9@gmail.com,Rev. Robert A. Wagner,09-27-25,Y,N,N,N,,Functional
North Texas,El Buen Pastor,214-243-9321,www.elbuenpastorpca.org/,jahazielct@elbuenpastorpca.org,Rev. Jahaziel Cantu,09-27-25,Y,N,Y,N,,Functional
North Texas,Faith Presbyterian Church,903-784-4806,www.faithparispca.com,faithparispca@gmail.com,-,09-27-25,Y,Y,N,N,N,Functional
North Texas,Fifth Street Presbyterian Church,903-592-1613,www.fifthstreetpca.org,office@fifthstreetpca.org,-,09-27-25,Y,Y,N,N,N,Functional
North Texas,Fort Worth Presbyterian Church,817-731-3300,www.fortworthpca.org,fwpca@fortworthpca.org,Rev. Brandon Eggar,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Grace and Peace Presbyterian Church,972-924-7327,www.graceandpeace-pca.org,matt@graceandpeace-pca.org,Rev. Matthew Wood,N/A,,,,,,Broken
North Texas,Grace Community Presbyterian Church,817-847-7766,www.gcpcfw.org,gcpcfw@gmail.com,Rev. Kyle Oliphint,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Grace Presbyterian Church,318-861-5967,www.graceforshreveport.org,gracepcashreveport@gmail.com,Rev. Quinn Hill,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Hill Country PCA Mission,254-600-9908,www.hillcountrypca.org,pastordietsch@hillcountrypca.org,-,09-27-25,Y,N,N,N,,Functional
North Texas,Lakeside Presbyterian Church,817-431-0151,www.lakesidepca.org,office@lakesidepca.org,Rev. Donald Friederichsen,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Lakewood Presbyterian Church,214-321-2864,lakewoodpres.com/,allthewayhome@sbcglobal.net,Rev. Brad C. Denton,09-27-25,Y,N,N,N,,Functional
North Texas,Mercy Presbyterian Church,972-685-9003,www.mercydallas.com,church@mercydallas.com,Rev. Doug Tharp,09-27-25,Y,N,Y,N,,Functional
North Texas,Metrocrest Presbyterian Church,972-394-1122,www.metrocrestchurch.org,admin@metrocrestchurch.org,Rev. William Terry Lovell,09-27-25,Y,Y,Y,N,N,Functional
North Texas,New City Fellowship Dallas,336-409-9463,www.newcitydallas.org,robbie.mills@newcitydallas.org,-,N/A,,,,,,Broken
North Texas,New City Presbyterian Church,256-714-9588,newcitypres.org,jake@newcitypres.org,Rev. Jake R. Patton,09-27-25,Y,N,Y,N,,Functional
North Texas,New Covenant Presbyterian Church,214-321-6435,www.ncpcdallas.org,ncpcdallas@aol.com,Rev. Dr. Paul A. Brown,09-27-25,N,N,N,,,Functional
North Texas,New St. Peter's Presbyterian Church,214-438-0120,www.newstpeters.org,info@newstpeters.org,Rev. Alex Dean,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Park Cities Presbyterian Church,214-224-2500,www.pcpc.org,melody.hallman@pcpc.org,Rev. Mark Davis,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Providence Presbyterian Church,432-520-5255,www.providencemidland.org,church@providencemidland.org,Rev. Roy Garza Jr.,09-27-25,Y,N,N,N,,Functional
North Texas,Providence Presbyterian Church,806-516-5745,www.providencepca.org,admin@ProvidencePCA.org,Rev. John Bennett,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Providence Presbyterian Church,214-270-1220,www.providencedallas.com,office@providencedallas.com,Rev. David C. Rea,09-27-25,Y,N,Y,N,N,Functional
North Texas,Redeemer Arlington,817-261-8938,redeemer817.org,frontoffice@apcweb.org,-,09-27-25,Y,N,N,N,,Functional
North Texas,Redeemer Church Rockwall,972-772-8208,www.redeemerrockwall.org,info@redeemerrockwall.org,Rev. Zach Pummill,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Redeemer Presbyterian,903-805-1809,redeemertyler.com,ben@redeemertyler.com,Rev. Benjamin Wheeler,09-27-25,Y,N,N,N,,Functional
North Texas,Redeemer Presbyterian Church,972-529-1502,www.redeemermckinney.com,office@redeemermckinney.com,Rev. Dr. Jordan Stone,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Redeemer Presbyterian Church,254-776-7292,www.redeemerwaco.org,office@redeemerwaco.org,Rev. Dr. Jeff C. Hatton,09-27-25,Y,N,Y,N,,Functional
North Texas,Redeemer Presbyterian Church,806-358-9001,www.redeemeramarillo.com,info@redeemeramarillo.com,Rev. Dr. Tyler Taber,09-27-25,Y,Y,N,N,N,Functional
North Texas,Redeemer Presbyterian Church,254-295-9975,www.redeemerprestemple.org,office@redeemerprestemple.org,Rev. John Bryant Wilbanks,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Town North Presbyterian Church,972-235-1886,www.tnpc.org,-,-,09-27-25,Y,Y,Y,N,N,Functional
North Texas,Trinity Presbyterian,682-703-2120,www.trinitypresfw.org,admin@trinitypresfw.org,Rev. Brian Charles Davis,09-27-25,Y,Y,Y,Y,Y,Functional
North Texas,Trinity Presbyterian Church,972-335-3844,www.trinityplano.org,info@trinityplano.org,Rev. Jacob Yohannan,09-27-25,Y,Y,N,N,N,Functional
North Texas,Weatherford Presbyterian Church,817-598-1277,www.weatherfordpca.org,weatherfordpca@att.net,Rev. Lou Tiscione,09-27-25,Y,N,N,N,,Functional
North Texas,Westminster Presbyterian Church,940-665-5164,www.wpcgtx.org,-,Rev. Darrell G. McIntyre,09-27-25,N,N,N,,,Functional
North Texas,Zion Presbyterian Church,-,www.zionprosper.com,info@zionprosper.com,Rev. Mark A. Belonga,09-27-25,Y,Y,Y,N,N,Functional
Northern California,All Saints Reformed Church,920-918-3793,www.allsaintsreformed.com/,ben@allsaintsreformed.com,Rev. Benjamin Kappers,09-27-25,Y,N,N,N,,Functional
Northern California,Berkeley Grace Presbyterian Church,510-527-9191,www.berkeleygracepres.org,office@berkeleygracepres.org,Rev. Ernest Kim,N/A,,,,,,Korean
Northern California,Brigham City Bible Church,435-723-5438,www.bcbcutah.org/,bcbc.biblechurch@gmail.com,-,09-27-25,N,N,N,,,Functional
Northern California,Canyon Creek Presbyterian Church,925-498-9800,canyoncreekchurch.org,tmarsh@canyoncreekchurch.org,Rev. Travis John Marsh,N/A,,,,,,Broken
Northern California,Copper Hills Church,803-730-2756,www.copperhillschurch.com,mjackman@copperhillschurch.com,Rev. Marcus Jackman,09-27-25,Y,N,Y,N,,Functional
Northern California,Corner Canyon Church,801-214-8494,www.cornercanyonchurch.org,cornercanyonchurch@gmail.com,Rev. Nathanael Taylor,09-27-25,Y,N,Y,N,,Functional
Northern California,Covenant Presbyterian Church,805-238-6927,www.covenantpaso.com,office@covenantpaso.com,Rev. Daniel P. Katches,09-27-25,Y,Y,Y,N,N,Functional
Northern California,CrossPoint Presbyterian Church,435-565-1236,www.crosspointpca.org,robby@crosspointpca.org,Rev. Robby Plemmons,09-27-25,Y,N,Y,N,,Functional
Northern California,First Presbyterian Church Ripon,(209) 599-3225,www.riponfirstpres.org,christy@riponfirstpres.org,Rev. Glenn Gerdes,09-27-25,Y,N,Y,N,,Functional
Northern California,Grace Church of Marin,415-295-7554,www.gracemarin.org,admin@gracemarin.org,Rev. Michael Snearly,09-27-25,Y,N,Y,N,,Functional
Northern California,Grace Church of Utah,801-444-0839,www.graceutah.org,office@graceutah.org,Rev. Tim Trumper,09-27-25,Y,Y,Y,N,N,Functional
Northern California,Grace Fresno Presbyterian Church,559-997-5721,www.gracefresno.com,pastormock.gracefresno@gmail.com,Rev. Michael David Mock,09-27-25,Y,Y,Y,N,N,Functional
Northern California,Grace Presbyterian Church,775-453-0794,www.gracepresreno.org,gracepresreno@gmail.com,Dr. John S. Leonard,09-27-25,Y,N,N,N,,Functional
Northern California,Grace Presbyterian Church of Silicon Valley,650-326-7737,www.gracepres.com,office@gracepres.com,Rev. Iron D. Kim,09-27-25,Y,N,Y,N,N,Functional
Northern California,Grace Sacramento,916-737-5190,www.wearegracesac.org,admin@wearegracesac.org,Rev. Brad Carpenter,09-27-25,Y,N,Y,N,Y,Functional
Northern California,Grace South Bay,650-521-6798,gracesouthbay.com,-,Rev. Bob Crossland,09-27-25,Y,N,Y,N,,Functional
Northern California,Indelible Grace Church,510-274-1199,www.indeliblegracechurch.org,contact@indeliblegracechurch.org,Rev. Jesse Robinson,09-27-25,Y,N,Y,N,,Functional
Northern California,Jordan Valley Church PCA,801-280-6778,jordanvalleychurch.org,office@jordanvalleychurch.org,Rev. Jonathan Stoddard,09-27-25,Y,N,Y,N,,Functional
